run_id,environment,seed,algorithm,learning_rate,steps,batch_size,buffer_size,epochs,num_agents,total_time,average_cpu,average_ram,early_reward_mean,early_reward_mean_step,final_reward_mean,final_reward_mean_step,best_reward,best_reward_step,p_loss_mean,p_loss_mean_step,v_loss_mean,v_loss_mean_step,entropy_mean,entropy_mean_step,step_interval,threshold_value,steps_to_threshold,time_to_threshold,threshold_version,run_reached_threshold
U_OE_3DBall_1,3DBall,1,sac,0.0003,500000,64,200000,,12.0,419,46.9,72.9,0.7405,12000,100.0,442000,100.0,72000,-2.7382,12000,0.0111,12000,1.2174,12000,480000,2.5657600000000005,48000.0,31.4,2025-11-21_09-33,1
U_OE_3DBall_2,3DBall,2,sac,0.0003,500000,64,200000,,12.0,467,47.0,73.3,0.702,12000,94.8933,442000,100.0,72000,-2.5524,12000,0.0112,12000,1.2211,12000,480000,2.5657600000000005,60000.0,46.7,2025-11-21_09-33,1
U_OE_3DBall_3,3DBall,3,sac,0.0003,500000,64,200000,,12.0,475,46.3,72.7,0.7071,12000,97.3,442000,100.0,72000,-2.4562,12000,0.0116,12000,1.2226,12000,480000,2.5657600000000005,48000.0,35.6,2025-11-21_09-33,1
U_OE_3DBall_4,3DBall,4,sac,0.0003,500000,64,200000,,12.0,479,46.4,72.7,0.7034,12000,100.0,442000,100.0,72000,-2.5908,12000,0.0106,12000,1.2165,12000,480000,2.5657600000000005,60000.0,47.9,2025-11-21_09-33,1
U_OE_3DBall_5,3DBall,5,sac,0.0003,500000,64,200000,,12.0,485,46.9,72.8,0.7054,12000,91.3264,442000,100.0,72000,-2.532,12000,0.0104,12000,1.2119,12000,480000,2.5657600000000005,60000.0,48.5,2025-11-21_09-33,1
U_OE_3DBall_6,3DBall,6,sac,0.0003,500000,64,200000,,12.0,466,45.1,73.0,0.7317,12000,100.0,442000,100.0,72000,-2.736,12000,0.0096,12000,1.2151,12000,480000,2.5657600000000005,48000.0,34.9,2025-11-21_09-33,1
U_OE_3DBall_7,3DBall,7,sac,0.0003,500000,64,200000,,12.0,531,53.3,73.6,0.7204,12000,92.2224,442000,100.0,72000,-2.6896,12000,0.0092,12000,1.1953,12000,480000,2.5657600000000005,48000.0,39.8,2025-11-21_09-33,1
U_OE_3DBall_8,3DBall,8,sac,0.0003,500000,64,200000,,12.0,494,49.2,72.7,0.6725,12000,92.5492,442000,100.0,72000,-2.5513,12000,0.0102,12000,1.2146,12000,480000,2.5657600000000005,48000.0,37.0,2025-11-21_09-33,1
U_OE_3DBall_9,3DBall,9,sac,0.0003,500000,64,200000,,12.0,507,53.7,73.9,0.7413,12000,97.2343,442000,100.0,84000,-2.5876,12000,0.0114,12000,1.1989,12000,480000,2.5657600000000005,48000.0,38.0,2025-11-21_09-33,1
U_OE_3DBall_10,3DBall,10,sac,0.0003,500000,64,200000,,12.0,523,55.5,73.7,0.75,12000,97.4123,442000,100.0,72000,-2.5883,12000,0.0103,12000,1.2373,12000,480000,2.5657600000000005,48000.0,39.2,2025-11-21_09-33,1
U_AP_Basic_11_A,Basic,11,ppo,0.00015,50000,32,256,3.0,1.0,357,58.8,87.9,-0.0262,2000,0.0692,45000,0.0693,44000,0.1322,2000,0.0073,2000,0.9729,2000,48000,0.6096,,,2025-11-21_09-33,0
U_AP_Basic_12_A,Basic,12,ppo,0.00015,50000,32,256,3.0,1.0,293,53.8,87.5,0.0767,2000,0.9284,45000,0.9287,38000,0.1331,2000,0.0185,2000,0.9199,2000,48000,0.6096,14000.0,73.1,2025-11-21_09-33,1
U_AP_Basic_13_A,Basic,13,ppo,0.00015,50000,32,256,3.0,1.0,288,54.8,87.5,0.0604,2000,0.9262,45000,0.9266,50000,0.1314,2000,0.0155,2000,0.9999,2000,48000,0.6096,18000.0,95.9,2025-11-21_09-33,1
U_AP_Basic_14_A,Basic,14,ppo,0.00015,50000,32,256,3.0,1.0,275,53.3,87.7,0.0518,2000,0.8579,45000,0.8751,48000,0.1314,2000,0.0186,2000,1.0931,2000,48000,0.6096,32000.0,172.2,2025-11-21_09-33,1
U_AP_Basic_15_A,Basic,15,ppo,0.00015,50000,32,256,3.0,1.0,288,53.8,86.9,0.0325,2000,0.9278,45000,0.928,48000,0.1325,2000,0.0137,2000,0.9386,2000,48000,0.6096,14000.0,71.9,2025-11-21_09-33,1
U_AP_Basic_16_A,Basic,16,ppo,0.00015,50000,32,256,3.0,1.0,290,54.3,89.0,0.0102,2000,0.9282,45000,0.9283,40000,0.1318,2000,0.017,2000,0.9506,2000,48000,0.6096,14000.0,72.4,2025-11-21_09-33,1
U_AP_Basic_17_A,Basic,17,ppo,0.00015,50000,32,256,3.0,1.0,285,55.4,88.3,0.0076,2000,0.9095,45000,0.9136,46000,0.1279,2000,0.015,2000,1.0843,2000,48000,0.6096,26000.0,142.5,2025-11-21_09-33,1
U_AP_Basic_18_A,Basic,18,ppo,0.00015,50000,32,256,3.0,1.0,293,54.9,86.2,0.1138,2000,0.9287,45000,0.929,50000,0.1334,2000,0.0157,2000,0.8972,2000,48000,0.6096,14000.0,73.2,2025-11-21_09-33,1
U_AP_Basic_19_A,Basic,19,ppo,0.00015,50000,32,256,3.0,1.0,290,55.0,86.4,0.0986,2000,0.928,45000,0.9282,44000,0.1309,2000,0.0182,2000,0.973,2000,48000,0.6096,16000.0,84.5,2025-11-21_09-33,1
U_AP_Basic_20_A,Basic,20,ppo,0.00015,50000,32,256,3.0,1.0,290,54.4,85.0,0.0591,2000,0.9285,45000,0.9289,50000,0.1282,2000,0.0185,2000,0.918,2000,48000,0.6096,14000.0,72.4,2025-11-21_09-33,1
U_AP_Basic_21_A,Basic,21,ppo,0.00015,50000,32,256,3.0,1.0,289,54.9,84.4,0.1263,2000,0.928,45000,0.9282,50000,0.1355,2000,0.0203,2000,0.9469,2000,48000,0.6096,12000.0,60.1,2025-11-21_09-33,1
U_AP_Basic_11_B,Basic,11,ppo,0.0006,50000,32,256,3.0,1.0,380,61.8,86.6,-0.0324,2000,0.07,45000,0.07,16000,0.1297,2000,0.0011,2000,0.2102,2000,48000,0.6096,,,2025-11-21_09-33,0
U_AP_Basic_12_B,Basic,12,ppo,0.0006,50000,32,256,3.0,1.0,305,55.3,81.9,0.112,2000,0.93,45000,0.93,20000,0.137,2000,0.0047,2000,0.2382,2000,48000,0.6096,4000.0,12.7,2025-11-21_09-33,1
U_AP_Basic_13_B,Basic,13,ppo,0.0006,50000,32,256,3.0,1.0,302,54.9,81.5,0.0979,2000,0.93,45000,0.93,24000,0.1259,2000,0.0037,2000,0.2909,2000,48000,0.6096,6000.0,25.1,2025-11-21_09-33,1
U_AP_Basic_14_B,Basic,14,ppo,0.0006,50000,32,256,3.0,1.0,306,55.0,80.2,0.0292,2000,0.93,45000,0.93,20000,0.1313,2000,0.0058,2000,0.327,2000,48000,0.6096,6000.0,25.5,2025-11-21_09-33,1
U_AP_Basic_15_B,Basic,15,ppo,0.0006,50000,32,256,3.0,1.0,304,55.3,81.6,0.0485,2000,0.93,45000,0.93,14000,0.1322,2000,0.0033,2000,0.2617,2000,48000,0.6096,6000.0,25.3,2025-11-21_09-33,1
U_AP_Basic_16_B,Basic,16,ppo,0.0006,50000,32,256,3.0,1.0,302,54.1,82.2,0.0436,2000,0.93,45000,0.93,20000,0.1321,2000,0.0042,2000,0.2543,2000,48000,0.6096,6000.0,25.1,2025-11-21_09-33,1
U_AP_Basic_17_B,Basic,17,ppo,0.0006,50000,32,256,3.0,1.0,366,57.9,83.5,-0.0216,2000,0.07,45000,0.07,20000,0.1279,2000,0.0021,2000,0.2448,2000,48000,0.6096,,,2025-11-21_09-33,0
U_AP_Basic_18_B,Basic,18,ppo,0.0006,50000,32,256,3.0,1.0,306,55.6,86.5,0.2051,2000,0.93,45000,0.93,22000,0.1278,2000,0.0038,2000,0.2173,2000,48000,0.6096,4000.0,12.8,2025-11-21_09-33,1
U_AP_Basic_19_B,Basic,19,ppo,0.0006,50000,32,256,3.0,1.0,307,54.0,86.6,0.068,2000,0.93,45000,0.93,24000,0.1311,2000,0.0043,2000,0.2641,2000,48000,0.6096,6000.0,25.5,2025-11-21_09-33,1
U_AP_Basic_20_B,Basic,20,ppo,0.0006,50000,32,256,3.0,1.0,301,53.8,85.6,0.0554,2000,0.93,45000,0.93,20000,0.1311,2000,0.0044,2000,0.2471,2000,48000,0.6096,4000.0,12.6,2025-11-21_09-33,1
U_LN_Hallway_A_41,Hallway,41,ppo,0.0003,10000000,128,1024,3.0,16.0,10505,55.2,79.1,-0.7975,10000,0.8337,9800000,0.8717,9450000,0.2594,10000,0.005,10000,1.3484,10000,9990000,-0.5561760000000001,100000.0,94.6,2025-11-21_09-33,1
U_LN_Hallway_A_42,Hallway,42,ppo,0.0003,10000000,128,1024,3.0,16.0,12557,54.4,73.7,-0.8966,10000,0.6658,9800000,0.7376,7890000,0.2374,10000,0.0036,10000,1.513,10000,9990000,-0.5561760000000001,150000.0,176.0,2025-11-21_09-33,1
U_LN_Hallway_A_43,Hallway,43,ppo,0.0003,10000000,128,1024,3.0,16.0,12475,52.5,74.2,-0.9192,10000,0.9422,9800000,0.9444,9760000,0.215,10000,0.0018,10000,1.5478,10000,9990000,-0.5561760000000001,140000.0,162.3,2025-11-21_09-33,1
U_LN_Hallway_A_44,Hallway,44,ppo,0.0003,10000000,128,1024,3.0,16.0,20904,52.9,74.8,-0.9131,10000,0.9401,9800000,0.944,9490000,0.2177,10000,0.0017,10000,1.5041,10000,9990000,-0.5561760000000001,130000.0,251.1,2025-11-21_09-33,1
U_LN_Hallway_A_45,Hallway,45,ppo,0.0003,10000000,128,1024,3.0,16.0,12539,53.3,71.4,-0.6414,10000,0.6695,9800000,0.7485,5860000,0.402,10000,0.0194,10000,1.3112,10000,9990000,-0.5561760000000001,50000.0,50.2,2025-11-21_09-33,1
U_LN_Hallway_B_46,Hallway,46,ppo,0.0003,10000000,128,1024,3.0,16.0,10995,54.9,74.7,-0.8717,10000,0.9202,9800000,0.9272,9310000,0.2212,10000,0.0033,10000,1.3417,10000,9990000,-0.5561760000000001,180000.0,187.1,2025-11-21_09-33,1
U_LN_Hallway_B_47,Hallway,47,ppo,0.0003,10000000,128,1024,3.0,16.0,12498,53.7,75.1,-0.9103,10000,0.6597,9800000,0.7297,7750000,0.2502,10000,0.0071,10000,1.4492,10000,9990000,-0.5561760000000001,100000.0,112.6,2025-11-21_09-33,1
U_LN_Hallway_B_48,Hallway,48,ppo,0.0003,10000000,128,1024,3.0,16.0,10237,54.1,75.3,-0.7763,10000,0.8735,9800000,0.8909,9630000,0.3121,10000,0.011,10000,1.1961,10000,9990000,-0.5561760000000001,60000.0,51.2,2025-11-21_09-33,1
U_LN_Hallway_B_49,Hallway,49,ppo,0.0003,10000000,128,1024,3.0,16.0,12340,52.7,75.8,-0.9493,10000,0.6797,9800000,0.7442,9030000,0.23,10000,0.0021,10000,0.9909,10000,9990000,-0.5561760000000001,290000.0,345.9,2025-11-21_09-33,1
U_LN_Hallway_B_50,Hallway,50,ppo,0.0003,10000000,128,1024,3.0,16.0,14250,54.0,72.9,-0.9617,10000,0.9397,9800000,0.9426,9890000,0.2722,10000,0.0091,10000,1.4371,10000,9990000,-0.5561760000000001,80000.0,99.9,2025-11-21_09-33,1
U_LF_Crawler_31,Crawler,31,ppo,0.0003,1000000,2048,20480,3.0,10.0,1040,23.1,66.5,-0.9976,30000,29.9629,790000,69.3205,720000,0.0161,30000,0.0326,30000,1.4167,30000,960000,-0.7942400000000001,180000.0,162.5,2025-11-21_09-33,1
U_LF_Crawler_32,Crawler,32,ppo,0.0003,1000000,2048,20480,3.0,10.0,1033,22.8,64.3,-0.9962,30000,45.158,790000,74.6301,810000,0.0171,30000,0.0941,30000,1.4177,30000,960000,-0.7942400000000001,150000.0,129.1,2025-11-21_09-33,1
U_LF_Crawler_33,Crawler,33,ppo,0.0003,1000000,2048,20480,3.0,10.0,1051,23.0,64.7,-0.9924,30000,38.5678,790000,69.9523,720000,0.0177,30000,0.0766,30000,1.4197,30000,960000,-0.7942400000000001,150000.0,131.4,2025-11-21_09-33,1
U_LF_Crawler_34,Crawler,34,ppo,0.0003,1000000,2048,20480,3.0,10.0,1036,23.1,64.7,-0.9964,30000,26.3158,790000,61.426,720000,0.0178,30000,0.0738,30000,1.417,30000,960000,-0.7942400000000001,150000.0,129.5,2025-11-21_09-33,1
U_LF_Crawler_35,Crawler,35,ppo,0.0003,1000000,2048,20480,3.0,10.0,1029,22.6,64.5,-0.9968,30000,44.2201,790000,65.9303,660000,0.0184,30000,0.0479,30000,1.4168,30000,960000,-0.7942400000000001,150000.0,128.6,2025-11-21_09-33,1
U_LF_Crawler_36,Crawler,36,ppo,0.0003,1000000,2048,20480,3.0,10.0,1025,23.2,65.8,-0.9968,30000,42.1467,790000,63.1515,630000,0.0163,30000,0.0502,30000,1.4181,30000,960000,-0.7942400000000001,150000.0,128.1,2025-11-21_09-33,1
U_LF_Crawler_37,Crawler,37,ppo,0.0003,1000000,2048,20480,3.0,10.0,1036,22.2,65.2,-0.9967,30000,56.3042,790000,78.2193,930000,0.0165,30000,0.0439,30000,1.418,30000,960000,-0.7942400000000001,150000.0,129.6,2025-11-21_09-33,1
U_LF_Crawler_38,Crawler,38,ppo,0.0003,1000000,2048,20480,3.0,10.0,1062,22.3,65.2,-0.9969,30000,32.5383,790000,81.8295,840000,0.0169,30000,0.0441,30000,1.4185,30000,960000,-0.7942400000000001,150000.0,132.7,2025-11-21_09-33,1
U_LF_Crawler_39,Crawler,39,ppo,0.0003,1000000,2048,20480,3.0,10.0,1021,22.8,65.6,-0.9971,30000,38.9985,790000,72.2888,840000,0.0155,30000,0.0463,30000,1.4179,30000,960000,-0.7942400000000001,150000.0,127.7,2025-11-21_09-33,1
U_LF_Crawler_40,Crawler,40,ppo,0.0003,1000000,2048,20480,3.0,10.0,1046,22.6,65.7,-0.9958,30000,41.8648,790000,75.9904,510000,0.0164,30000,0.0476,30000,1.4165,30000,960000,-0.7942400000000001,150000.0,130.7,2025-11-21_09-33,1
U_AK_PushBlock_21,PushBlock,21,ppo,0.0003,2000000,256,4096,3.0,32.0,2481,61.2,84.0,0.6721,60000,4.7194,1930000,4.7194,1980000,0.05,60000,0.0405,60000,1.9071,60000,1920000,2.46952,420000.0,465.1,2025-11-21_09-33,1
U_AK_PushBlock_22,PushBlock,22,ppo,0.0003,2000000,256,4096,3.0,32.0,2519,61.1,83.9,0.1253,60000,4.9357,1930000,4.9518,1740000,0.0502,60000,0.0213,60000,1.8956,60000,1920000,2.46952,180000.0,157.4,2025-11-21_09-33,1
U_AK_PushBlock_23,PushBlock,23,ppo,0.0003,2000000,256,4096,3.0,32.0,2415,53.8,84.4,1.0014,60000,4.9425,1930000,4.9425,1980000,0.0505,60000,0.0459,60000,1.887,60000,1920000,2.46952,120000.0,75.5,2025-11-21_09-33,1
U_AK_PushBlock_24,PushBlock,24,ppo,0.0003,2000000,256,4096,3.0,32.0,2557,60.7,83.2,-0.8222,60000,4.9654,1930000,4.9654,1980000,0.0489,60000,0.0035,60000,1.8792,60000,1920000,2.46952,300000.0,319.6,2025-11-21_09-33,1
U_AK_PushBlock_25,PushBlock,25,ppo,0.0003,2000000,256,4096,3.0,32.0,2756,59.5,83.8,2.3801,60000,4.9799,1930000,4.9813,1620000,0.0514,60000,0.1204,60000,1.8952,60000,1920000,2.46952,120000.0,86.1,2025-11-21_09-33,1
U_AK_PushBlock_26,PushBlock,26,ppo,0.0003,2000000,256,4096,3.0,32.0,2694,59.6,82.9,1.4918,60000,4.957,1930000,4.9702,1800000,0.0485,60000,0.071,60000,1.8991,60000,1920000,2.46952,120000.0,84.2,2025-11-21_09-33,1
U_AK_PushBlock_27,PushBlock,27,ppo,0.0003,2000000,256,4096,3.0,32.0,2680,61.7,82.0,1.4978,60000,4.9318,1930000,4.937,1380000,0.0506,60000,0.0734,60000,1.8961,60000,1920000,2.46952,120000.0,83.7,2025-11-21_09-33,1
U_AK_PushBlock_28,PushBlock,28,ppo,0.0003,2000000,256,4096,3.0,32.0,2651,59.3,83.5,-0.241,60000,4.9419,1930000,4.9572,1620000,0.0506,60000,0.0159,60000,1.9078,60000,1920000,2.46952,180000.0,165.7,2025-11-21_09-33,1
U_AK_PushBlock_29,PushBlock,29,ppo,0.0003,2000000,256,4096,3.0,32.0,2643,58.8,83.0,-0.0085,60000,4.9571,1930000,4.9597,1860000,0.0506,60000,0.0262,60000,1.8831,60000,1920000,2.46952,240000.0,247.8,2025-11-21_09-33,1
U_AK_PushBlock_30,PushBlock,30,ppo,0.0003,2000000,256,4096,3.0,32.0,2371,59.8,84.4,1.0699,60000,4.9406,1930000,4.9575,1440000,0.0517,60000,0.059,60000,1.905,60000,1920000,2.46952,120000.0,74.1,2025-11-21_09-33,1
U_AM_WallJump_51,BigWallJump,51,ppo,0.0003,500000,128,2048,3.0,24.0,1468,35.8,86.3,-1.1479,20000,-1.0116,1010000,-0.8088,680000,0.0675,20000,0.0171,20000,3.6237,20000,1040000,-0.864552,,,2025-11-21_09-33,0
U_AM_WallJump_52,BigWallJump,52,ppo,0.0003,500000,128,2048,3.0,24.0,1241,34.6,88.7,-1.1634,20000,-0.9805,890000,-0.7927,420000,0.0677,20000,0.013,20000,3.5765,20000,920000,-0.864552,,,2025-11-21_09-33,0
U_AM_WallJump_53,BigWallJump,53,ppo,0.0003,1000000,128,2048,3.0,24.0,1480,33.5,88.3,-1.1792,20000,-0.7348,950000,-0.6441,980000,0.0671,20000,0.0161,20000,3.6269,20000,980000,-0.864552,,,2025-11-21_09-33,1
U_AM_WallJump_54,BigWallJump,54,ppo,0.0003,1000000,128,2048,3.0,24.0,2732,30.3,86.7,-1.1531,20000,-0.7938,950000,-0.6896,840000,0.0681,20000,0.0109,20000,3.7224,20000,980000,-0.864552,,,2025-11-21_09-33,1
U_AM_WallJump_55,BigWallJump,55,ppo,0.0003,1000000,128,2048,3.0,24.0,2618,35.5,89.2,-1.1807,20000,-0.9039,950000,-0.7328,900000,0.0666,20000,0.014,20000,3.6317,20000,980000,-0.864552,,,2025-11-21_09-33,0
U_AM_WallJump_56,BigWallJump,56,ppo,0.0003,1000000,128,2048,3.0,24.0,2619,33.9,85.7,-1.1166,20000,-0.8497,950000,-0.7777,940000,0.0684,20000,0.016,20000,3.669,20000,980000,-0.864552,,,2025-11-21_09-33,1
U_AM_WallJump_57,BigWallJump,57,ppo,0.0003,1000000,128,2048,3.0,24.0,2659,32.8,86.9,-1.1747,20000,-0.7722,950000,-0.6756,1000000,0.0665,20000,0.0134,20000,3.665,20000,980000,-0.864552,,,2025-11-21_09-33,1
U_AM_WallJump_58,BigWallJump,58,ppo,0.0003,1000000,128,2048,3.0,24.0,1616,35.2,89.6,-1.1728,20000,-0.8313,950000,-0.7111,960000,0.0693,20000,0.0114,20000,3.6823,20000,980000,-0.864552,,,2025-11-21_09-33,1
U_AM_WallJump_59,BigWallJump,59,ppo,0.0003,1000000,128,2048,3.0,24.0,1415,36.2,88.8,-1.1499,20000,-0.9148,950000,-0.6621,740000,0.07,20000,0.0143,20000,3.6445,20000,980000,-0.864552,,,2025-11-21_09-33,0
U_AM_WallJump_60,BigWallJump,60,ppo,0.0003,1000000,128,2048,3.0,24.0,1811,37.4,89.8,-1.1699,20000,-0.9309,1210000,-0.7207,1200000,0.0665,20000,0.011,20000,3.6666,20000,1240000,-0.864552,,,2025-11-21_09-33,0
C_OE_Crawler_70,Crawler,70,ppo,0.0003,10000000,2048,20480,3.0,10.0,8409,38.0,70.3,-0.9973,30000,2085.9585,9790000,2458.6064,9870000,0.0169,30000,0.0535,30000,1.4184,30000,9960000,-0.7942400000000001,210000.0,152.0,2025-11-21_09-33,1
C_OE_Crawler_71,Crawler,71,ppo,0.0003,10000000,2048,20480,3.0,10.0,8128,36.6,70.0,-0.9954,30000,1566.6524,9790000,1824.264,9720000,0.0185,30000,0.0767,30000,1.4163,30000,9960000,-0.7942400000000001,180000.0,122.4,2025-11-21_09-33,1
C_OE_Crawler_72,Crawler,72,ppo,0.0003,1000000,2048,20480,3.0,10.0,721,38.0,74.3,-0.9978,30000,50.3753,790000,72.3158,990000,0.0166,30000,0.0386,30000,1.4166,30000,960000,-0.7942400000000001,210000.0,135.3,2025-11-21_09-33,1
C_OE_Crawler_73,Crawler,73,ppo,0.0003,1000000,2048,20480,3.0,10.0,770,40.4,75.2,-0.9956,30000,38.7355,790000,55.9383,900000,0.0149,30000,0.0492,30000,1.4161,30000,960000,-0.7942400000000001,180000.0,120.3,2025-11-21_09-33,1
C_OE_Crawler_74,Crawler,74,ppo,0.0003,1000000,2048,20480,3.0,10.0,783,37.4,75.2,-0.9964,30000,47.5035,790000,75.3594,900000,0.0183,30000,0.0416,30000,1.4178,30000,960000,-0.7942400000000001,180000.0,122.4,2025-11-21_09-33,1
C_OE_Crawler_75,Crawler,75,ppo,0.0003,1000000,2048,20480,3.0,10.0,782,36.7,74.5,-0.997,30000,36.7034,790000,58.874,840000,0.0169,30000,0.0373,30000,1.4176,30000,960000,-0.7942400000000001,240000.0,171.0,2025-11-21_09-33,1
C_OE_Crawler_76,Crawler,76,ppo,0.0003,1000000,2048,20480,3.0,10.0,789,36.7,74.1,-0.9958,30000,58.164,790000,81.2502,810000,0.0173,30000,0.0503,30000,1.4184,30000,960000,-0.7942400000000001,180000.0,123.4,2025-11-21_09-33,1
C_OE_Crawler_77,Crawler,77,ppo,0.0003,1000000,2048,20480,3.0,10.0,815,36.4,74.2,-0.9969,30000,48.8862,790000,75.3967,840000,0.0163,30000,0.0468,30000,1.4195,30000,960000,-0.7942400000000001,180000.0,127.4,2025-11-21_09-33,1
C_OE_Crawler_78,Crawler,78,ppo,0.0003,1000000,2048,20480,3.0,10.0,804,36.8,74.2,-0.9966,30000,44.6265,790000,72.7443,990000,0.0167,30000,0.0468,30000,1.4182,30000,960000,-0.7942400000000001,180000.0,125.7,2025-11-21_09-33,1
C_OE_Crawler_79,Crawler,79,ppo,0.0003,1000000,2048,20480,3.0,10.0,799,37.5,74.3,-0.9959,30000,48.13,790000,68.8209,690000,0.0169,30000,0.0738,30000,1.4171,30000,960000,-0.7942400000000001,180000.0,124.9,2025-11-21_09-33,1
C_AP_Hallway_80,Hallway,80,ppo,0.0003,10000000,128,1024,3.0,16.0,12609,64.4,83.6,-0.9815,10000,0.67,9800000,0.735,8120000,0.2298,10000,0.0028,10000,1.5801,10000,9990000,-0.5561760000000001,350000.0,429.1,2025-11-21_09-33,1
C_AP_Hallway_81,Hallway,81,ppo,0.0003,10000000,128,1024,3.0,16.0,12649,64.4,90.0,-0.9436,10000,0.6676,9800000,0.7213,8290000,0.2547,10000,0.004,10000,1.5468,10000,9990000,-0.5561760000000001,270000.0,329.2,2025-11-21_09-33,1
C_AP_Hallway_82,Hallway,82,ppo,0.0003,10000000,128,1024,3.0,16.0,12561,64.7,89.1,-1.0,10000,0.6629,9800000,0.7423,9860000,0.2191,10000,0.0033,10000,1.5555,10000,9990000,-0.5561760000000001,130000.0,150.9,2025-11-21_09-33,1
C_AP_Hallway_83,Hallway,83,ppo,0.0003,10000000,128,1024,3.0,16.0,12799,64.8,88.7,-0.8104,10000,0.6622,9800000,0.7372,7360000,0.2716,10000,0.0075,10000,1.4018,10000,9990000,-0.5561760000000001,110000.0,128.1,2025-11-21_09-33,1
C_AP_Hallway_84,Hallway,84,ppo,0.0003,10000000,128,1024,3.0,16.0,12288,64.6,89.3,-0.9999,10000,0.932,9800000,0.9368,9570000,0.2216,10000,0.0026,10000,1.5635,10000,9990000,-0.5561760000000001,290000.0,344.4,2025-11-21_09-33,1
C_AP_Hallway_85,Hallway,85,ppo,0.0003,10000000,128,1024,3.0,16.0,12412,64.5,89.4,-0.9861,10000,0.9371,9800000,0.9396,8550000,0.2029,10000,0.001,10000,1.5623,10000,9990000,-0.5561760000000001,220000.0,260.9,2025-11-21_09-33,1
C_AP_Hallway_86,Hallway,86,ppo,0.0003,10000000,128,1024,3.0,16.0,12523,64.5,89.5,-0.9175,10000,0.9367,9800000,0.9393,9470000,0.3349,10000,0.0127,10000,1.489,10000,9990000,-0.5561760000000001,70000.0,75.2,2025-11-21_09-33,1
C_AP_Hallway_87,Hallway,87,ppo,0.0003,10000000,128,1024,3.0,16.0,12671,64.6,89.1,-0.9829,10000,0.6658,9800000,0.7297,8390000,0.2486,10000,0.0056,10000,1.5404,10000,9990000,-0.5561760000000001,100000.0,114.2,2025-11-21_09-33,1
C_AP_Hallway_88,Hallway,88,ppo,0.0003,10000000,128,1024,3.0,16.0,13069,64.3,89.1,-0.9566,10000,0.9394,9800000,0.9441,9860000,0.3212,10000,0.0115,10000,1.4756,10000,9990000,-0.5561760000000001,80000.0,91.6,2025-11-21_09-33,1
C_AP_Hallway_89,Hallway,89,ppo,0.0003,10000000,128,1024,3.0,16.0,12489,64.6,89.5,-0.7576,10000,0.6703,9800000,0.7237,9450000,0.3521,10000,0.0139,10000,1.4588,10000,9990000,-0.5561760000000001,50000.0,50.0,2025-11-21_09-33,1
C_LN_WallJump_110,BigWallJump,110,ppo,0.0003,20000000,128,2048,3.0,24.0,44837,60.7,70.4,-1.1414,20000,0.8321,19960000,0.866,19540000,0.068,20000,0.0125,20000,3.6441,20000,19980000,-0.864552,640000.0,1391.3,2025-11-21_09-33,1
C_LN_WallJump_111,BigWallJump,111,ppo,0.0003,2000000,128,2048,3.0,24.0,2682,55.2,72.2,-1.1388,20000,-0.7182,1960000,-0.6432,2000000,0.0678,20000,0.0161,20000,3.7007,20000,1980000,-0.864552,540000.0,704.4,2025-11-21_09-33,1
C_LN_WallJump_112,BigWallJump,112,ppo,0.0003,2000000,128,2048,3.0,24.0,2599,51.4,69.9,-1.1666,20000,-0.7376,1960000,-0.6235,1820000,0.0692,20000,0.0126,20000,3.6757,20000,1980000,-0.864552,740000.0,945.2,2025-11-21_09-33,1
C_LN_WallJump_113,BigWallJump,113,ppo,0.0003,2000000,128,2048,3.0,24.0,2595,51.9,68.5,-1.1553,20000,-0.9458,1960000,-0.8067,1880000,0.0686,20000,0.0104,20000,3.6899,20000,1980000,-0.864552,1880000.0,2437.9,2025-11-21_09-33,1
C_LN_WallJump_114,BigWallJump,114,ppo,0.0003,2000000,128,2048,3.0,24.0,2605,51.7,68.9,-1.1306,20000,-0.7957,1960000,-0.5,1880000,0.0672,20000,0.0149,20000,3.6781,20000,1980000,-0.864552,920000.0,1183.9,2025-11-21_09-33,1
C_LN_WallJump_115,BigWallJump,115,ppo,0.0003,2000000,128,2048,3.0,24.0,2615,51.7,69.2,-1.1666,20000,-0.7468,1960000,-0.5427,1740000,0.0686,20000,0.012,20000,3.5366,20000,1980000,-0.864552,820000.0,1056.7,2025-11-21_09-33,1
C_LN_WallJump_116,BigWallJump,116,ppo,0.0003,2000000,128,2048,3.0,24.0,2629,51.7,69.4,-1.1589,20000,-0.6982,1960000,-0.6234,1620000,0.0694,20000,0.0168,20000,3.5605,20000,1980000,-0.864552,140000.0,159.3,2025-11-21_09-33,1
C_LN_WallJump_117,BigWallJump,117,ppo,0.0003,2000000,128,2048,3.0,24.0,2619,51.7,69.6,-1.1665,20000,-0.6926,1960000,-0.5569,1960000,0.0672,20000,0.0145,20000,3.7222,20000,1980000,-0.864552,400000.0,502.7,2025-11-21_09-33,1
C_LN_WallJump_118,BigWallJump,118,ppo,0.0003,2000000,128,2048,3.0,24.0,2595,51.6,69.7,-1.1415,20000,-0.8062,1960000,-0.6644,1840000,0.0667,20000,0.012,20000,3.6872,20000,1980000,-0.864552,420000.0,524.2,2025-11-21_09-33,1
