run_id,environment,seed,num_agents,algorithm,steps,batch_size,buffer_size,learning_rate,epochs,total_time,average_cpu,average_ram,reward_mean,reward_mean_step,early_reward_mean,early_reward_mean_step,final_reward_mean,final_reward_mean_step,best_reward,best_reward_step,step_interval,p_loss_mean,p_loss_mean_step,v_loss_mean,v_loss_mean_step,entropy_mean,entropy_mean_step,threshold_value,steps_to_threshold,time_to_threshold,threshold_version,run_reached_threshold,notes
U_OE_3DBall_1,3DBall,1,12.0,sac,500000,64,200000,0.0003,,419,46.9,72.9,2.148008006784503,12000,-3.459722696468283,12000,0.7173596335131767,442000,0.6270461975427244,72000,480000,-20.03339511703477,12000,-1.4029995862727265,12000,-9.93384400056661,12000,2.5657600000000005,48000,31.4,2025-11-21_09-33,,
U_OE_3DBall_2,3DBall,2,12.0,sac,500000,64,200000,0.0003,,467,47.0,73.3,1.1213247264497426,12000,-3.7552447760999668,12000,0.5905457609854083,442000,0.6270461975427244,72000,480000,-18.710290885047655,12000,-1.40265933001662,12000,-9.737370581491412,12000,2.5657600000000005,60000,46.7,2025-11-21_09-33,,
U_OE_3DBall_3,3DBall,3,12.0,sac,500000,64,200000,0.0003,,475,46.3,72.7,0.7114803131292955,12000,-3.7160976954214844,12000,0.6503109610192032,442000,0.6270461975427244,72000,480000,-18.025239070638825,12000,-1.4012983049921937,12000,-9.657719195379855,12000,2.5657600000000005,48000,35.6,2025-11-21_09-33,,
U_OE_3DBall_4,3DBall,4,12.0,sac,500000,64,200000,0.0003,,479,46.4,72.7,0.7059312960725412,12000,-3.7444985186588142,12000,0.7173596335131767,442000,0.6270461975427244,72000,480000,-18.98374192115264,12000,-1.4047008675532595,12000,-9.981634832233556,12000,2.5657600000000005,60000,47.9,2025-11-21_09-33,,
U_OE_3DBall_5,3DBall,5,12.0,sac,500000,64,200000,0.0003,,485,46.9,72.8,0.13461278889724615,12000,-3.729146722314311,12000,0.5019694980525369,442000,0.6270461975427244,72000,480000,-18.565020022116887,12000,-1.4053813800654726,12000,-10.22589908297569,12000,2.5657600000000005,60000,48.5,2025-11-21_09-33,,
U_OE_3DBall_6,3DBall,6,12.0,sac,500000,64,200000,0.0003,,466,45.1,73.0,1.8534496034357115,12000,-3.5272706003840963,12000,0.7173596335131767,442000,0.6270461975427244,72000,480000,-20.017728651424594,12000,-1.4081034301143254,12000,-10.055976125937677,12000,2.5657600000000005,48000,34.9,2025-11-21_09-33,,
U_OE_3DBall_7,3DBall,7,12.0,sac,500000,64,200000,0.0003,,531,53.3,73.6,2.861851059940335,12000,-3.6140082497305386,12000,0.5242197241838699,442000,0.6270461975427244,72000,480000,-19.68730864946441,12000,-1.4094644551387516,12000,-11.107374422610352,12000,2.5657600000000005,48000,39.8,2025-11-21_09-33,,
U_OE_3DBall_8,3DBall,8,12.0,sac,500000,64,200000,0.0003,,494,49.2,72.7,1.0533550237462617,12000,-3.9816837721813862,12000,0.5323350968398073,442000,0.6270461975427244,72000,480000,-18.702457652242565,12000,-1.4060618925776858,12000,-10.082526587974874,12000,2.5657600000000005,48000,37.0,2025-11-21_09-33,,
U_OE_3DBall_9,3DBall,9,12.0,sac,500000,64,200000,0.0003,,507,53.7,73.9,0.9574560360226851,12000,-3.453581977930482,12000,0.64867944332185,442000,0.6270461975427244,84000,480000,-18.960954334810555,12000,-1.4019788175044068,12000,-10.916211095942591,12000,2.5657600000000005,48000,38.0,2025-11-21_09-33,,
U_OE_3DBall_10,3DBall,10,12.0,sac,500000,64,200000,0.0003,,523,55.5,73.7,0.7849990328895308,12000,-3.3868016638318936,12000,0.6530996891381193,442000,0.6270461975427244,72000,480000,-18.965939119322883,12000,-1.4057216363215792,12000,-8.877135611486498,12000,2.5657600000000005,48000,39.2,2025-11-21_09-33,,
U_AP_Basic_11_A,Basic,11,1.0,ppo,50000,32,256,0.00015,3.0,357,58.8,87.9,-2.2026474349105754,2000,-1.7346405792683768,2000,-3.0531394024488168,45000,-3.0545518607008604,44000,48000,0.39678112006380345,2000,-0.37795745762157207,2000,1.2849809732509598,2000,0.6096,Not reached,Not reached,2025-11-21_09-33,,
U_AP_Basic_12_A,Basic,12,1.0,ppo,50000,32,256,0.00015,3.0,293,53.8,87.5,-0.19373236202673635,2000,0.18839062383449226,2000,0.33591251677272455,45000,0.3339763435362148,38000,48000,0.76213403259779,2000,1.5777329937377396,2000,1.1134385765391446,2000,0.6096,14000,73.1,2025-11-21_09-33,,
U_AP_Basic_13_A,Basic,13,1.0,ppo,50000,32,256,0.00015,3.0,288,54.8,87.5,-0.6904028672001911,2000,-0.11622947928092824,2000,0.3272347767560959,45000,0.32569625367247523,50000,48000,0.07202297558913373,2000,1.0538873371236384,2000,1.372370496104149,2000,0.6096,18000,95.9,2025-11-21_09-33,,
U_AP_Basic_14_A,Basic,14,1.0,ppo,50000,32,256,0.00015,3.0,275,53.3,87.7,-1.858035125965284,2000,-0.27694928828661025,2000,0.05783039351257711,45000,0.12263690701409802,48000,48000,0.07202297558913373,2000,1.5951945156248761,2000,1.674026182397379,2000,0.6096,32000,172.2,2025-11-21_09-33,,
U_AP_Basic_15_A,Basic,15,1.0,ppo,50000,32,256,0.00015,3.0,288,53.8,86.9,-0.37874311775082103,2000,-0.6376344410551755,2000,0.3335458604045529,45000,0.3312163135816352,48000,48000,0.518565424241799,2000,0.7395799431551776,2000,1.1739639127374641,2000,0.6096,14000,71.9,2025-11-21_09-33,,
U_AP_Basic_16_A,Basic,16,1.0,ppo,50000,32,256,0.00015,3.0,290,54.3,89.0,-0.37000870439045636,2000,-1.0543846434768858,2000,0.3351236313166675,45000,0.33239918356216935,40000,48000,0.2344020478264686,2000,1.3158101654306893,2000,1.2128037006722148,2000,0.6096,14000,72.4,2025-11-21_09-33,,
U_AP_Basic_17_A,Basic,17,1.0,ppo,50000,32,256,0.00015,3.0,285,55.4,88.3,-1.8274646792040083,2000,-1.102974353176278,2000,0.2613628411753232,45000,0.2744385545159916,46000,48000,-1.3487939064874956,2000,0.9665797276879547,2000,1.6455436712452287,2000,0.6096,26000,142.5,2025-11-21_09-33,,
U_AP_Basic_18_A,Basic,18,1.0,ppo,50000,32,256,0.00015,3.0,293,54.9,86.2,-0.19452639960495122,2000,0.8817284045450503,2000,0.33709584495681016,45000,0.3351592135167494,50000,48000,0.8839183367757855,2000,1.0888103808979115,2000,1.0399666443625744,2000,0.6096,14000,73.2,2025-11-21_09-33,,
U_AP_Basic_19_A,Basic,19,1.0,ppo,50000,32,256,0.00015,3.0,290,55.0,86.4,-0.3914477190022602,2000,0.5976654863024495,2000,0.3343347458606104,45000,0.332004893568658,44000,48000,-0.1309508647075292,2000,1.5253484280763299,2000,1.285304638150416,2000,0.6096,16000,84.5,2025-11-21_09-33,,
U_AP_Basic_20_A,Basic,20,1.0,ppo,50000,32,256,0.00015,3.0,290,54.4,85.0,-0.10837332236862827,2000,-0.14052433413062437,2000,0.3363069595007531,45000,0.33476492352323756,50000,48000,-1.2270096023095,2000,1.5777329937377396,2000,1.1072889434494757,2000,0.6096,14000,72.4,2025-11-21_09-33,,
U_AP_Basic_21_A,Basic,21,1.0,ppo,50000,32,256,0.00015,3.0,289,54.9,84.4,-0.1270332054566799,2000,1.1153327780998206,2000,0.3343347458606104,45000,0.332004893568658,50000,48000,1.7364084660217767,2000,1.8920403877062004,2000,1.2008280993923333,2000,0.6096,12000,60.1,2025-11-21_09-33,,
U_AP_Basic_11_B,Basic,11,1.0,ppo,50000,32,256,0.0006,3.0,380,61.8,86.6,-2.058132595675453,2000,-1.8505083485515428,2000,-3.049983860624588,45000,-3.0517918307462804,16000,48000,-0.6180880814195112,2000,-1.4605718146240483,2000,-1.1836112149019018,2000,0.6096,Not reached,Not reached,2025-11-21_09-33,,
U_AP_Basic_12_B,Basic,12,1.0,ppo,50000,32,256,0.0006,3.0,305,55.3,81.9,1.0132047568599971,2000,0.8480893747531635,2000,0.342223600421182,45000,0.3391021134518635,20000,48000,2.345329986911765,2000,-0.8319570266871266,2000,-1.0929850430541503,2000,0.6096,4000,12.7,2025-11-21_09-33,,
U_AP_Basic_13_B,Basic,13,1.0,ppo,50000,32,256,0.0006,3.0,302,54.9,81.5,0.8170774750409029,2000,0.5845836413833826,2000,0.342223600421182,45000,0.3391021134518635,24000,48000,-2.1606892676741474,2000,-1.0065722455584938,2000,-0.9224136410407036,2000,0.6096,6000,25.1,2025-11-21_09-33,,
U_AP_Basic_14_B,Basic,14,1.0,ppo,50000,32,256,0.0006,3.0,306,55.0,80.2,0.708294326825454,2000,-0.6993059956736348,2000,0.342223600421182,45000,0.3391021134518635,20000,48000,0.03142820752980566,2000,-0.6398802859286228,2000,-0.8055706123369952,2000,0.6096,6000,25.5,2025-11-21_09-33,,
U_AP_Basic_15_B,Basic,15,1.0,ppo,50000,32,256,0.0006,3.0,304,55.3,81.6,0.8861587443456039,2000,-0.33862084290506955,2000,0.342223600421182,45000,0.3391021134518635,14000,48000,0.39678112006380345,2000,-1.0764183331070405,2000,-1.0169237916819303,2000,0.6096,6000,25.3,2025-11-21_09-33,,
U_AP_Basic_16_B,Basic,16,1.0,ppo,50000,32,256,0.0006,3.0,302,54.1,82.2,0.9306248487256414,2000,-0.43019375733853954,2000,0.342223600421182,45000,0.3391021134518635,20000,48000,0.3561863520044641,2000,-0.9192646361228102,2000,-1.040874994241693,2000,0.6096,6000,25.1,2025-11-21_09-33,,
U_AP_Basic_17_B,Basic,17,1.0,ppo,50000,32,256,0.0006,3.0,366,57.9,83.5,-2.06805806540314,2000,-1.6486741698002214,2000,-3.049983860624588,45000,-3.0517918307462804,20000,48000,-1.3487939064874956,2000,-1.2859565957526813,2000,-1.0716231596900374,2000,0.6096,Not reached,Not reached,2025-11-21_09-33,,
U_AP_Basic_18_B,Basic,18,1.0,ppo,50000,32,256,0.0006,3.0,306,55.6,86.5,1.0810949697973757,2000,2.5879747489890925,2000,0.342223600421182,45000,0.3391021134518635,22000,48000,-1.389388674546835,2000,-0.9891107236713571,2000,-1.1606310070405077,2000,0.6096,4000,12.8,2025-11-21_09-33,,
U_AP_Basic_19_B,Basic,19,1.0,ppo,50000,32,256,0.0006,3.0,307,54.0,86.6,0.9103768904811601,2000,0.02580197984037215,2000,0.342223600421182,45000,0.3391021134518635,24000,48000,-0.04976132858886177,2000,-0.9018031142356735,2000,-1.00915583409498,2000,0.6096,6000,25.5,2025-11-21_09-33,,
U_AP_Basic_20_B,Basic,20,1.0,ppo,50000,32,256,0.0006,3.0,301,53.8,85.6,0.9786641222076463,2000,-0.20967122870283642,2000,0.342223600421182,45000,0.3391021134518635,20000,48000,-0.04976132858886177,2000,-0.8843415923485367,2000,-1.0641788670025436,2000,0.6096,4000,12.6,2025-11-21_09-33,,
U_LN_Hallway_A_41,Hallway,41,16.0,ppo,10000000,128,1024,0.0003,3.0,10505,55.2,79.1,0.15248002575289873,10000,1.0815487092722917,10000,0.313665968018925,9800000,0.40921858552213014,9450000,9990000,-0.08168735606563753,10000,-0.2976057827552336,10000,-0.6466907205434377,10000,-0.5561760000000001,100000,94.6,2025-11-21_09-33,,
U_LN_Hallway_A_42,Hallway,42,16.0,ppo,10000000,128,1024,0.0003,3.0,12557,54.4,73.7,-0.6698786809131538,10000,0.02202442013741701,10000,-0.9933079997283704,9800000,-0.9555218352318501,7890000,9990000,-0.5010856835904942,10000,-0.5849492971395971,10000,0.5070001980221039,10000,-0.5561760000000001,150000,176.0,2025-11-21_09-33,,
U_LN_Hallway_A_43,Hallway,43,16.0,ppo,10000000,128,1024,0.0003,3.0,12475,52.5,74.2,-0.8692531391386518,10000,-0.21960271340898307,10000,1.1582560543833178,9800000,1.149089044797405,9760000,9990000,-0.9281094352521662,10000,-0.9543909584909215,10000,0.7509154104527301,10000,-0.5561760000000001,140000,162.3,2025-11-21_09-33,,
U_LN_Hallway_A_44,Hallway,44,16.0,ppo,10000000,128,1024,0.0003,3.0,20904,52.9,74.8,-0.7600602818219976,10000,-0.15438477028362754,10000,1.1419091494859426,9800000,1.1450182307161096,9490000,9990000,-0.8766378223286609,10000,-0.9749154952326617,10000,0.4446195833487551,10000,-0.5561760000000001,130000,251.1,2025-11-21_09-33,,
U_LN_Hallway_A_45,Hallway,45,16.0,ppo,10000000,128,1024,0.0003,3.0,12539,53.3,71.4,2.385083983388063,10000,2.7504865653162276,10000,-0.9645063101472803,9800000,-0.8445921515165747,5860000,9990000,2.636776348709113,10000,2.657927508055362,10000,-0.9074276717623825,10000,-0.5561760000000001,50000,50.2,2025-11-21_09-33,,
U_LN_Hallway_B_46,Hallway,46,16.0,ppo,10000000,128,1024,0.0003,3.0,10995,54.9,74.7,-0.4007962825256841,10000,0.28824192568190043,10000,0.9870027649822427,9800000,0.9740440393017415,9310000,9990000,-0.8099153611315246,10000,-0.6465229073648178,10000,-0.6936514079941625,10000,-0.5561760000000001,180000,187.1,2025-11-21_09-33,,
U_LN_Hallway_B_47,Hallway,47,16.0,ppo,10000000,128,1024,0.0003,3.0,12498,53.7,75.1,-0.00399723852677059,10000,-0.12444866524248045,10000,-1.040791866335032,9800000,-1.0359204133374165,7750000,9990000,-0.2570721112123964,10000,0.13340948882131168,10000,0.05982230856595905,10000,-0.5561760000000001,100000,112.6,2025-11-21_09-33,,
U_LN_Hallway_B_48,Hallway,48,16.0,ppo,10000000,128,1024,0.0003,3.0,10237,54.1,75.3,0.7686397206111627,10000,1.3082077902981177,10000,0.6234787370263247,9800000,0.604617661424266,9630000,9990000,0.9229622739598131,10000,0.9338664217491811,10000,-1.7141702278188462,10000,-0.5561760000000001,60000,51.2,2025-11-21_09-33,,
U_LN_Hallway_B_49,Hallway,49,16.0,ppo,10000000,128,1024,0.0003,3.0,12340,52.7,75.8,-0.8604787131042781,10000,-0.5414158426013116,10000,-0.8851070577886001,9800000,-0.8883534028904915,9030000,9990000,-0.6421560301215821,10000,-0.8928173482657007,10000,-3.1524288942201175,10000,-0.5561760000000001,290000,345.9,2025-11-21_09-33,,
U_LN_Hallway_B_50,Hallway,50,16.0,ppo,10000000,128,1024,0.0003,3.0,14250,54.0,72.9,0.8261609579476147,10000,-0.6739900220692472,10000,1.1387954533150133,9800000,1.1307703814315795,9890000,9990000,0.16232621631246028,10000,0.5439002236561167,10000,-0.024987291158482416,10000,-0.5561760000000001,80000,99.9,2025-11-21_09-33,,
U_LF_Crawler_31,Crawler,31,10.0,ppo,1000000,2048,20480,0.0003,3.0,1040,23.1,66.5,-0.4243813994350403,30000,-1.1081081081081536,30000,-0.3530311102715203,790000,-0.331318834456395,720000,960000,-0.8867021970429438,30000,-1.3225809763567817,30000,-0.9647504212402882,30000,-0.7942400000000001,180000,162.5,2025-11-21_09-33,,
U_LF_Crawler_32,Crawler,32,10.0,ppo,1000000,2048,20480,0.0003,3.0,1033,22.8,64.3,2.859208487941569,30000,0.15315315315315456,30000,-0.3249643127201929,790000,-0.32288136098285625,810000,960000,0.22167554926073885,30000,2.5534604840169184,30000,0.05614949541601747,30000,-0.7942400000000001,150000,129.1,2025-11-21_09-33,,
U_LF_Crawler_33,Crawler,33,10.0,ppo,1000000,2048,20480,0.0003,3.0,1051,23.0,64.7,1.488535645045828,30000,3.5765765765765627,30000,-0.33713704006142514,790000,-0.33031484249078896,720000,960000,0.8867021970429477,30000,1.4505218570813128,30000,2.0979493287288555,30000,-0.7942400000000001,150000,131.4,2025-11-21_09-33,,
U_LF_Crawler_34,Crawler,34,10.0,ppo,1000000,2048,20480,0.0003,3.0,1036,23.1,64.7,1.6542213733079576,30000,-0.02702702702700374,30000,-0.35976765148213724,790000,-0.34386396673318625,720000,960000,0.9975399716733152,30000,1.2740516767716161,30000,-0.6584804462433965,30000,-0.7942400000000001,150000,129.5,2025-11-21_09-33,,
U_LF_Crawler_35,Crawler,35,10.0,ppo,1000000,2048,20480,0.0003,3.0,1029,22.6,64.5,0.7052940205339785,30000,-0.3873873873874204,30000,-0.3266967033871441,790000,-0.33670619368684374,660000,960000,1.662566619455524,30000,-0.3582974910930808,30000,-0.8626604295746577,30000,-0.7942400000000001,150000,128.6,2025-11-21_09-33,,
U_LF_Crawler_36,Crawler,36,10.0,ppo,1000000,2048,20480,0.0003,3.0,1025,23.2,65.8,0.04255110748548579,30000,-0.3873873873874204,30000,-0.3305264707491833,790000,-0.34112197854601756,630000,960000,-0.6650266477822089,30000,-0.2133398429815438,30000,0.46450946207853977,30000,-0.7942400000000001,150000,128.1,2025-11-21_09-33,,
U_LF_Crawler_37,Crawler,37,10.0,ppo,1000000,2048,20480,0.0003,3.0,1036,22.2,65.2,-0.07041643451141191,30000,-0.2972972972973412,30000,-0.30437621926463126,790000,-0.3171777712979035,930000,960000,-0.44335109852147,30000,-0.6103977486783618,30000,0.3624194704129092,30000,-0.7942400000000001,150000,129.6,2025-11-21_09-33,,
U_LF_Crawler_38,Crawler,38,10.0,ppo,1000000,2048,20480,0.0003,3.0,1062,22.3,65.2,0.13292514108301398,30000,-0.4774774774774995,30000,-0.3482741010768662,790000,-0.3114408105599629,840000,960000,0.0,30000,-0.5977927357990979,30000,0.8728694287412887,30000,-0.7942400000000001,150000,132.7,2025-11-21_09-33,,
U_LF_Crawler_39,Crawler,39,10.0,ppo,1000000,2048,20480,0.0003,3.0,1021,22.8,65.6,-0.2662268406393785,30000,-0.6576576576576578,30000,-0.3363414961225661,790000,-0.3266019155714498,840000,960000,-1.5517288448251527,30000,-0.4591375941271931,30000,0.26032947874727863,30000,-0.7942400000000001,150000,127.7,2025-11-21_09-33,,
U_LF_Crawler_40,Crawler,40,10.0,ppo,1000000,2048,20480,0.0003,3.0,1046,22.6,65.7,0.42664075027495135,30000,0.5135135135134712,30000,-0.33104716690976926,790000,-0.32071971129812393,510000,960000,-0.5541888731518375,30000,-0.3772050104119765,30000,-1.1689304045715494,30000,-0.7942400000000001,150000,130.7,2025-11-21_09-33,,
U_AK_PushBlock_21,PushBlock,21,32.0,ppo,2000000,256,4096,0.0003,3.0,2481,61.2,84.0,-0.061873876807384695,60000,-0.061873876807384695,60000,-4.139239059529465,1930000,-4.212280413292936,1980000,1920000,-1.0217018728007707,60000,-0.28536305089880243,60000,0.9957199751844654,60000,2.46952,420000,465.1,2025-11-21_09-33,,
U_AK_PushBlock_22,PushBlock,22,32.0,ppo,2000000,256,4096,0.0003,3.0,2519,61.1,83.9,-0.5366845685241488,60000,-0.5366845685241488,60000,-0.20317237420988035,1930000,-0.037721914148883866,1740000,1920000,-1.002342292075034,60000,-0.7238560942967222,60000,0.5701195397776103,60000,2.46952,180000,157.4,2025-11-21_09-33,,
U_AK_PushBlock_23,PushBlock,23,32.0,ppo,2000000,256,4096,0.0003,3.0,2415,53.8,84.4,0.2240719183322101,60000,0.2240719183322101,60000,-0.07943102672872554,1930000,-0.20477610537970084,1980000,1920000,-0.9733029209864282,60000,-0.16203688244313744,60000,0.251844431560314,60000,2.46952,120000,75.5,2025-11-21_09-33,,
U_AK_PushBlock_24,PushBlock,24,32.0,ppo,2000000,256,4096,0.0003,3.0,2557,60.7,83.2,-1.359440842118944,60000,-1.359440842118944,60000,0.3372861581710358,1930000,0.20657238700583436,1980000,1920000,-1.128179566792325,60000,-1.1303756866135435,60000,-0.03682368984607409,60000,2.46952,300000,319.6,2025-11-21_09-33,,
U_AK_PushBlock_25,PushBlock,25,32.0,ppo,2000000,256,4096,0.0003,3.0,2756,59.5,83.8,1.421258276543444,60000,1.421258276543444,60000,0.6011463844176097,1930000,0.4921811655617354,1620000,1920000,-0.8861848077206117,60000,1.5394074786581653,60000,0.5553160463721563,60000,2.46952,120000,86.1,2025-11-21_09-33,,
U_AK_PushBlock_26,PushBlock,26,32.0,ppo,2000000,256,4096,0.0003,3.0,2694,59.6,82.9,0.6499079885917219,60000,0.6499079885917219,60000,0.1844291995178484,1930000,0.2927939050604511,1800000,1920000,-1.1668987282437988,60000,0.41120141908226776,60000,0.6996501070753502,60000,2.46952,120000,84.2,2025-11-21_09-33,,
U_AK_PushBlock_27,PushBlock,27,32.0,ppo,2000000,256,4096,0.0003,3.0,2680,61.7,82.0,0.6551180547041956,60000,0.6551180547041956,60000,-0.2741416764417139,1930000,-0.30357159481726825,1380000,1920000,-0.9636231306235601,60000,0.466013049507008,60000,0.588623906534428,60000,2.46952,120000,83.7,2025-11-21_09-33,,
U_AK_PushBlock_28,PushBlock,28,32.0,ppo,2000000,256,4096,0.0003,3.0,2651,59.3,83.5,-0.8547591046906643,60000,-0.8547591046906643,60000,-0.0903493809182297,1930000,0.05927729366255002,1620000,1920000,-0.9636231306235601,60000,-0.8471822627523871,60000,1.02162608864401,60000,2.46952,180000,165.7,2025-11-21_09-33,,
U_AK_PushBlock_29,PushBlock,29,32.0,ppo,2000000,256,4096,0.0003,3.0,2643,58.8,83.0,-0.6528690428323108,60000,-0.6528690428323108,60000,0.18624892521609637,1930000,0.10418433431598395,1860000,1920000,-0.9636231306235601,60000,-0.6119490155128781,60000,0.10751037085711995,60000,2.46952,240000,247.8,2025-11-21_09-33,,
U_AK_PushBlock_30,PushBlock,30,32.0,ppo,2000000,256,4096,0.0003,3.0,2371,59.8,84.4,0.28355350644961747,60000,0.28355350644961747,60000,-0.11400581499551832,1930000,0.0646661385409506,1440000,1920000,-0.857145436632006,60000,0.13714326695856802,60000,0.9180016348058231,60000,2.46952,120000,74.1,2025-11-21_09-33,,
U_AM_WallJump_51,BigWallJump,51,24.0,ppo,500000,128,2048,0.0003,3.0,1468,35.8,86.3,-1.4277811495150174,20000,0.5323008808379728,20000,-0.7233782267201257,1010000,-0.6162525917363653,680000,1040000,-0.45244626943534594,20000,1.733543472551337,20000,-0.6362118447947583,20000,-0.864552,,,2025-11-21_09-33,,
U_AM_WallJump_52,BigWallJump,52,24.0,ppo,500000,128,2048,0.0003,3.0,1241,34.6,88.7,0.010079850308031496,20000,-0.41117123499834657,20000,-0.6399599952284282,890000,-0.5696807426612832,420000,920000,-0.2599159420160512,20000,-0.2545763141508962,20000,-1.5841032297162532,20000,-0.864552,,,2025-11-21_09-33,,
U_AM_WallJump_53,BigWallJump,53,24.0,ppo,1000000,128,2048,0.0003,3.0,1480,33.5,88.3,0.4280971719060727,20000,-1.372904101463754,20000,0.01907085613845578,950000,-0.13983125368257546,980000,980000,-0.8375069242739488,20000,1.2486362075020117,20000,-0.5719480220882147,20000,-0.864552,,,2025-11-21_09-33,,
U_AM_WallJump_54,BigWallJump,54,24.0,ppo,1000000,128,2048,0.0003,3.0,2732,30.3,86.7,-0.9386119433896514,20000,0.2157812032670743,20000,-0.1391823804535105,950000,-0.2714473488947639,840000,980000,0.1251447128225516,20000,-1.2728815707544785,20000,1.3459254368101417,20000,-0.864552,,,2025-11-21_09-33,,
U_AM_WallJump_55,BigWallJump,55,24.0,ppo,1000000,128,2048,0.0003,3.0,2618,35.5,89.2,0.11977233895432707,20000,-1.4642078546092072,20000,-0.434499013483604,950000,-0.39641032281051214,900000,980000,-1.3188327428222055,20000,0.23033095089842928,20000,-0.4755522880284036,20000,-0.864552,,,2025-11-21_09-33,,
U_AM_WallJump_56,BigWallJump,56,24.0,ppo,1000000,128,2048,0.0003,3.0,2619,33.9,85.7,-1.018657813482891,20000,2.437505863139686,20000,-0.2891206164787805,950000,-0.5262908211627595,940000,980000,0.4139402039515137,20000,1.2001454809970793,20000,0.27352289539472696,20000,-0.864552,,,2025-11-21_09-33,,
U_AM_WallJump_57,BigWallJump,57,24.0,ppo,1000000,128,2048,0.0003,3.0,2659,32.8,86.9,0.054549778137612026,20000,-1.0989928420274075,20000,-0.08124560231136697,950000,-0.2309500888294751,1000000,980000,-1.4150979065318596,20000,-0.06061340813116568,20000,0.19319311701154956,20000,-0.864552,,,2025-11-21_09-33,,
U_AM_WallJump_58,BigWallJump,58,24.0,ppo,1000000,128,2048,0.0003,3.0,1616,35.2,89.6,-0.8170608073221362,20000,-0.9833414213765036,20000,-0.23976706472806567,950000,-0.3336395697093144,960000,980000,1.2803266773383735,20000,-1.0304279382298158,20000,0.5406194085187933,20000,-0.864552,,,2025-11-21_09-33,,
U_AM_WallJump_59,BigWallJump,59,24.0,ppo,1000000,128,2048,0.0003,3.0,1415,36.2,88.8,1.0625348089414002,20000,0.41056254331070624,20000,-0.46373562837940774,950000,-0.1918991594808039,740000,980000,1.9541828233059384,20000,0.37580313041322677,20000,-0.2184969972022378,20000,-0.864552,,,2025-11-21_09-33,,
U_AM_WallJump_60,BigWallJump,60,24.0,ppo,1000000,128,2048,0.0003,3.0,1811,37.4,89.8,-1.0749863887336912,20000,-0.8068208319619595,20000,-0.5069199861612833,1210000,-0.3614091194683697,1200000,1240000,-1.4150979065318596,20000,-1.2243908442495464,20000,0.22532502836481694,20000,-0.864552,,,2025-11-21_09-33,,
C_OE_Crawler_70,Crawler,70,10.0,ppo,10000000,2048,20480,0.0003,3.0,8409,38.0,70.3,-1.004281448352464,30000,-0.8378378378378162,30000,3.4445886666052226,9790000,3.4654900404023565,9870000,9960000,0.0,30000,-0.0053571304736869,30000,0.7707794370756581,30000,-0.7942400000000001,210000,152.0,2025-11-21_09-33,,
C_OE_Crawler_71,Crawler,71,10.0,ppo,10000000,2048,20480,0.0003,3.0,8128,36.6,70.0,0.42664075027495135,30000,0.8738738738738878,30000,2.485380818294296,9790000,2.4574579526479354,9720000,9960000,1.7734043940858915,30000,1.456824363520945,30000,-1.3731103879030373,30000,-0.7942400000000001,180000,122.4,2025-11-21_09-33,,
C_OE_Crawler_72,Crawler,72,10.0,ppo,1000000,2048,20480,0.0003,3.0,721,38.0,74.3,-0.9214385842214036,30000,-1.288288288288312,30000,-0.3153274624944925,790000,-0.32655900993189396,990000,960000,-0.3325133238911025,30000,-0.9444305899788595,30000,-1.0668404129059188,30000,-0.7942400000000001,210000,135.3,2025-11-21_09-33,,
C_OE_Crawler_73,Crawler,73,10.0,ppo,1000000,2048,20480,0.0003,3.0,770,40.4,75.2,-0.7557528559592824,30000,0.6936936936936295,30000,-0.3368272821822827,790000,-0.3525844585180172,900000,960000,-2.2167554926073616,30000,-0.2763649073778642,30000,-1.5772903712342983,30000,-0.7942400000000001,180000,120.3,2025-11-21_09-33,,
C_OE_Crawler_74,Crawler,74,10.0,ppo,1000000,2048,20480,0.0003,3.0,783,37.4,75.2,-0.3791943826362762,30000,-0.02702702702700374,30000,-0.3206319507313519,790000,-0.3217224319855209,900000,960000,1.5517288448251565,30000,-0.7553553967898988,30000,0.15823948708164803,30000,-0.7942400000000001,180000,122.4,2025-11-21_09-33,,
C_OE_Crawler_75,Crawler,75,10.0,ppo,1000000,2048,20480,0.0003,3.0,782,36.7,74.5,-1.0419372956847688,30000,-0.5675675675675788,30000,-0.34058076450908886,790000,-0.34791934422009124,840000,960000,0.0,30000,-1.0263631736940761,30000,-0.0459404962496131,30000,-0.7942400000000001,240000,171.0,2025-11-21_09-33,,
C_OE_Crawler_76,Crawler,76,10.0,ppo,1000000,2048,20480,0.0003,3.0,789,36.7,74.1,-0.6879723307611405,30000,0.5135135135134712,30000,-0.3009409914552744,790000,-0.3123613748930993,810000,960000,0.44335109852147386,30000,-0.20703733654191203,30000,0.7707794370756581,30000,-0.7942400000000001,180000,123.4,2025-11-21_09-33,,
C_OE_Crawler_77,Crawler,77,10.0,ppo,1000000,2048,20480,0.0003,3.0,815,36.4,74.2,-0.8235333811574245,30000,-0.4774774774774995,30000,-0.318077972082036,790000,-0.3216631586390234,840000,960000,-0.6650266477822089,30000,-0.42762506192903293,30000,1.8937693453975943,30000,-0.7942400000000001,180000,127.4,2025-11-21_09-33,,
